,Comment,Likes,Time,UserLink,user
437,"To save you 15 minutes of your time, practicing a skill will help you learn it. You're welcome.","
    3.5K
  ",4 years ago,/channel/UCB5Jlo3gjW1l4G8iBI2zFrQ,"
              Keith Magee
            "
438,This was a good talk. But it’s sad how often neuroscientists overlook meditation and psilocybin.,"
    48
  ",5 months ago,/channel/UC6dSZGDFPZ1GxU2R7z5MNCw,"
              Curtis K
            "
439,"The brain is so complex it doesn't understand itself, think bout that.","
    944
  ",7 months ago,/channel/UCIaSBWIz3_ciu1ra-ugJoog,"
              Shir Riggings
            "
440,My brain during the video: that lady could do a voice over for an Apple product video...,"
    44
  ",7 months ago,/channel/UC49pudcwkE2nX9_CNOkGJLw,"
              Shadil GH
            "
441,"My brain will not be same?

My brain literally the next day : Who am I again?","
    14
  ",2 months ago,/channel/UCq6AcL9sCiN-cVYwbB9Bunw,"
              Valiant Warrior
            "
442,"""Everything you do, everything you encounter and everything you experience is changing your brain."" I love these lines.","
    1.5K
  ",1 year ago,/channel/UCi3gF91c_YyrZxDjc9b7A_A,"
              Riad Edu.
            "
443,"""Build the brain you want."" Too cheesy after just stating that you can't learn every type of skill as effectively. But neuroplasticity is remarkable though. You should check the pictures of the brain after someone lost a finger. You can see the brain mass for 5 fingers being redivided by 4, so growing bigger per finger.","
    28
  ",8 months ago,/channel/UCGzqt38_jubAjDkHn295YTA,"
              Snamco SAX Music
            "
444,"After watching the Lara's boots, your brain will not be the same.","
    10
  ",4 months ago,/channel/UCErLJR70ZsY7pHcjoUkcmeg,"
              romathinio
            "
445,"it's funny because the brain literally changes, well played","
    0
  ",2 days ago,/channel/UCOPI_e338nfjRY-UzHL0PSg,"
              Rafael Gomes
            "
446,Thank you so much for teaching:),"
    4
  ",2 months ago,/channel/UC99MnGmwbH2T6HXjUmHx6oA,"
              Punnarooth Srimongkolsilp
            "
447,I starded watching Tedx's videos to improve my linstening but I've been learning a lot of precious informations so far! 😍 Thanks!,"
    2.1K
  ",1 year ago,/channel/UChBgp18QKXeTI85dW829RYw,"
              Luiz Gustavo
            "
448,Brain is an amazing memory connected with neurons,"
    0
  ",2 days ago,/channel/UCJncB2mnAF3_kFthsHwCNJw,"
              Fathima Rafaha
            "
449,I want to be like her when I grow up,"
    4
  ",4 months ago,/channel/UC6-08JAgRNukaWek_wg81bw,"
              Lil Moni
            "
450,When she said go out and build the brain you want  I felt that  ... felt redesign accomplish,"
    23
  ",4 months ago,/channel/UCBwDWcLzcmncXjjid_PC8BQ,"
              Neeloy Chitan
            "
451,My prof discussed this during our Ergo class. It is all about Cognitive skills and how brain process the informations. This video helps me a lot.,"
    8
  ",3 months ago,/channel/UCzJvjWA64JvGuBBj5PvS7OQ,"
              shayne echaluce
            "
452,"Spoiler alert: To learn, practice. Everyone learns differently.","
    1K
  ",5 years ago,/channel/UCIG9GPNvPmfBGlvo5a8ASGg,"
              Art Vaughan
            "
453,We have the most advanced and most developed  brain on earth😍😍😍😍🌎🌍,"
    4
  ",3 months ago,/channel/UCQ5quWfyceY0VH6k6J1AU5A,"
              Ishu singh
            "
454,"the most complex organ in our body- Brain 
""Practice makes everything happen""","
    1
  ",2 months ago,/channel/UCy8kqOXG6Y_r8iky3tpbj5A,"
              Krushna Kale
            "
455,"Wow my brain did change, it feels smoother, more elastic and incredible.","
    14
  ",7 months ago,/channel/UCrAFdxofFLcbQda-K9eWIbA,"
              Marina Stegantseva
            "
456,"Indian education system suicides after knowing ""everyone brain is different, and different people require different pattern of education for effective learning ""","
    50
  ",7 months ago,/channel/UCP1xg3mEHG8qagQ8WMLqzkQ,"
              Ayush Agrawal
            "
457,"Brief:
Three levels of changes in neuroplasticity for learning:
* chemical changes for short-term memory,
* structure changes for long-term memory,
* functional changes for shifting brain areas.

The most interesting ideas are that: 
* our brain will be shaped structurally and functionally by our behavior!
* difficulty during practicing lead to more changes in the brain (more efficient?)

Everyone is his own designer for his brain and be aware of our daily habit!

Hope you learn new skills more effictively.","
    2K
  ",2 years ago,/channel/UCjoOfuSSs0NTVKlbzvs1cTg,"
              Ming
            "
458,I ignored the 14 minutes of her speech waiting for her to use the tv remote in her hand.,"
    3
  ",3 weeks ago,/channel/UCtjkthmJkzftqEJiFZheJUQ,"
              2o7
            "
459,This is the coolest thing i've ever watched.,"
    8
  ",5 months ago,/channel/UCX41oETYarepO4VJ1sF0Iyg,"
              Aaron Castro
            "
460,Their research is limited to the physical form of human body,"
    5
  ",1 week ago,/channel/UCUmlf3pJMQePowLJaUnTRAA,"
              Sum Sam
            "
461,"14:25 (stroke; maybe the brain should have been protected from the shock of a hazard   leading up to the stroke to prevent long-term damage ) , they give you pills AFTER a stroke to help the brain recover from shock or soften up? by then it's too late...","
    0
  ",2 days ago,/channel/UC70uz1DnoYtDE9JchvZjdZg,"
              Chike Henderson
            "
462,"“If you tell a big enough lie and tell it frequently enough, it will be believed.”","
    780
  ",4 years ago,/channel/UCxM8eufNiW9TZ_clrdLix5Q,"
              Voice of Reason
            "
463,Incredibly the most informative 14:24 minutes of my life,"
    0
  ",1 week ago (edited),/channel/UCUHOt_T1OJ6UhIZxMx-zWBQ,"
              Asis Grg
            "
464,"13:14
Study how and what you learn best. 😁
Repeat those behaviors that are healthy for your brain, and break those behaviors and habits that are not.😉","
    1
  ",3 months ago,/channel/UCvpHNoCfZGaeYr47fFVeO3A,"
              Armeah Francisco
            "
465,The most significant lecture I have ever received,"
    3
  ",2 months ago,/channel/UCVERgJHwUY__R_GbqB9Au3A,"
              Eliran Neeman
            "
466,This is the best ted talk because she is a professor and might lecturing on this topic probably on daily basis for hours and hours. So its just a piece of cake for her to speak on the same topic for 20 minutes only,"
    1
  ",4 days ago,/channel/UCQUXvaFAXuevYYicD7982jw,"
              Wahidullah Abaseen
            "
467,"I am going to save your 15 minutes. Please save your time. "" Practice makes you perfect"". 😁","
    7K
  ",2 years ago,/channel/UCcQRiCiabv8busp7Br9XcBg,"
              The Godfather
            "
468,Listening to this in the year 2021... We are legends🤗,"
    14
  ",5 months ago (edited),/channel/UCymxpZonvXmSM12klz2pxnw,"
              Sultan Pn2
            "
469,I didn't understand anything but it was very interesting 😃,"
    2
  ",6 months ago,/channel/UCJ1ljf5XMYjPOeIlO7wE1UA,"
              alex
            "
470,This research is so insightful. Thank you.,"
    2
  ",6 months ago,/channel/UCuqR7MSZaZ5HXYpSsfSgpuQ,"
              Understanding Narcissism, by Elizabeth Shaw.
            "
471,"I thank you Lara Boyd for motivating my daughter when thing went really had for her.
It was really so bad that she attempted committing murder until you invited Mrs Lyra Holt Dean for your TED show program.
Am really so grateful for her finical assistance in my daughters life thank you so much once again.","
    65
  ",4 months ago,/channel/UCKvWIoQ_471oiCHyEEWdQZA,"
              Seth Rollins
            "
472,I always figured the short term memory is cool.  I would not want to remember my shopping lists for life.,"
    746
  ",3 years ago,/channel/UCWMgMTF3PqCwKMbW9EkgN7A,"
              Gary
            "
473,"Everything you do, Everything you encounter and everything you experience is changing your brain","
    26
  ",7 months ago,/channel/UCaDEIBU165kgLNdybqpoG9A,"
              Uwagaba Joseph Caleb
            "
474,🇹🇷 Öğrenmeyi bırakmayın.👏👏,"
    2
  ",2 months ago,/channel/UCvUYZCubitJ9PfZLmxOQLBQ,"
              Dilan Çoban
            "
475,I’m really curious of that !,"
    1
  ",4 months ago,/channel/UCU6uWDBWH16ltJrJVhPYmqA,"
              s c
            "
476,TIL Mr Fantastic has a great memory.,"
    1
  ",7 months ago,/channel/UCd08Joz3pQ0W54E3wqCCRbw,"
              Steve Cavanagh
            "
477,"""Genius is not about genetics, genius is about practice."" Robin Sharma","
    684
  ",1 year ago,/channel/UC6M1H2Y_BCXyo_PPBdN5BYw,"
              Explorer 4
            "
478,this speech changes the way i am thinking about everything,"
    6
  ",3 months ago,/channel/UCC6TBGchU4J4Kq8A46ySd3Q,"
              mohammad noor
            "
479,"Having done Foster Care for years, my fighting was with schools explaining they’re alllll different and learn different","
    5
  ",3 months ago,/channel/UCV4ZudH6c8KrBeNtgvWsTsA,"
              Marna Squires
            "
480,"Please talk about Schizopernia, Anxiety and Depression.","
    12
  ",4 months ago,/channel/UCzpuYY47ZT50W41DkqOsX4w,"
              Carmen Yasothaa
            "
481,I learn....I think then I am changing the mecanism of my brain........it keeps changing day after day,"
    2
  ",2 days ago,/channel/UCoZ1Nrk-fAFYxaWkyz0aNfQ,"
              younes Halim
            "
482,"Points:
Neuroplasticity is supported by chemical, structural and functional changes.
The primary driver for neuroplastic change in the brain is behavior. Nothing is more effective for changing the brain than practice.
Patterns of neuroplasticity can vary dramatically from person to person.
Neuroplastic change can be positive or negative. The brain is shaped by what we do and what we don't do.","
    1.1K
  ",4 years ago (edited),/channel/UClcvfCMEzVZVFMdDUo7Iw-A,"
              cxa011500
            "
483,Hyperbaric chamber or stemcell therapy helps with strokes. Amazingly.,"
    1
  ",7 months ago,/channel/UCsC6bmBO__zSIuVXvo3Sq6A,"
              Scottybeammeup2
            "
484,Your brain is never the same anyway. Its like a flowing river.,"
    4
  ",6 months ago,/channel/UCCLhC6KK_b9hD2y73uTduKg,"
              Rok Podlogar
            "
485,her arm is more muscular than mine lmao,"
    1
  ",5 months ago,/channel/UC2CJkTummvqpzFCSaR5FesQ,"
              OmuRyze
            "
486,"Before watching the video, I thought the title meant I would come to new realizations or open my mind to new possibilities. But no, my brain has quite literally changed after watching this video lol","
    0
  ",1 month ago,/channel/UCY-rvpKBw7H4fqC5LR_Kvbg,"
              Ella
            "
487,"MORAL OF THE WHOLE TALK : Just practice, practice & Do the work!","
    1.1K
  ",3 years ago,/channel/UCiQGuoVIudUf4w0dOcDVEeQ,"
              Nadeem Ahmed
            "
488,9:28 💫increase in level increase in brain structure - > long term memory,"
    1
  ",1 month ago (edited),/channel/UCGA205Zk9RNfcRp-MVQ5uKw,"
              Rahul
            "
489,Incredible talk! 🙌🏼,"
    1
  ",4 months ago,/channel/UC_HGpXiCV2-b8_cuyTUXUUA,"
              Ana Da Rocha
            "
490,I'm so be positive from this speech from Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🌈🌈🌈,"
    5
  ",2 months ago,/channel/UC4VDNF_PVqpcbG7jkl18uiQ,"
              Paras Nepali
            "
491,"the whole concept of ayurveda is 'personalized medicine', maybe we need to rethink the way we perceive science.","
    4
  ",6 months ago,/channel/UCq_FKqjSpxIjewfc6pPL6xg,"
              Ashrith
            "
492,tears wash away the stress and the part of memory. can physical memory be built with salt?,"
    14
  ",3 years ago,/channel/UCxKb5LU-pY0AL2-0AzawIZQ,"
              Ay Gun
            "
493,"Summarizing:  ""Go and build the brain you deserve"".   Illustrative Talk.   Thank you","
    1
  ",7 months ago,/channel/UCbXobILtuNfz-Tozq8U1ROA,"
              Georgina Del Pino
            "
494,I knew this 20 years ago from studying of parapsychology.,"
    2
  ",6 months ago,/channel/UCV0XS5K8QZPM-_orPXdL4HQ,"
              Pierre L
            "
495,The brain is the only organ and thing that named itself mmh..,"
    157
  ",4 months ago,/channel/UC1bSB7AwmwM9ALXIQ819nzw,"
              Tony Magana.
            "
496,this is my favorite thing man I've been searching for this to understand what are we using to understand,"
    1
  ",6 months ago,/channel/UCzklj4gKT5sWfEkZmkJaDRg,"
              RENO 4
            "
497,"""Anyone who has never made a mistake has never tried anything new.""
 -- Albert Einstein","
    166
  ",9 months ago,/channel/UCozuo4pmK_2P6LqfYyt4qPg,"
              Question Everything — Thought Provoking Ideas
            "
498,This video taps into the totality of all I'm attempting to learn in my psychology class. Right on time. The speaker is highly engaging.,"
    3
  ",3 weeks ago,/channel/UCFLg_0CtN1LbvdijVsAKq-Q,"
              A'Leesha Lowe
            "
499,TED talks: the only videos where clickbait titles don't disappoint,"
    41
  ",7 months ago,/channel/UCpaz3Yjn3k8xHtWysWIyGOA,"
              C K
            "
500,Don't know whether my brain would change or not. But I'm sure my English speaking could be enhanced after watching this video.,"
    5
  ",2 weeks ago,/channel/UCZmPrmF1b3-362BUOgDlefQ,"
              Ashish Rao
            "
501,"""You know I just realized that I can do it,cause I need to do it which will in turn create a loop where I am doing it""....by that I mean all I need to do is keep doing it,no matter how hard or how discouraging.

Every artist once could not paint but they tried to paint and the painting came out bad but they kept doing it which created a loop where they could do it......","
    10
  ",1 month ago,/channel/UCcReoLjBS0NaeUtsH9hsBUw,"
              Nexxuzzz
            "
502,"To krabs
But she has been telling us that that no matter how old, we can learn new tricks, may be not as many as we want but much more than we believe.","
    67
  ",3 years ago,/channel/UCc0BufNMpp_3mIpLfWelyFw,"
              Gabriel Sorzano
            "
503,"Incredible talking, my brain is just a little smooth and kind of opened. He has been acquiring knowledges from everywhere and suddenly got to know about itself! That’s kind of shocking, new and very interesting about this Ted Talk","
    4
  ",8 months ago,/channel/UCLhARncqubhHE9qwVNqxNug,"
              Tiger
            "
504,She is so kind and she has nice heart,"
    3
  ",6 months ago,/channel/UCTdrmgNx5PbcV0kCZAK0ruA,"
              irem Topçam
            "
505,instructions unclear. brain lobotomized.,"
    51
  ",3 months ago,/channel/UCdEEFrPBkT5WLeRCl2qsEJQ,"
              FesliyanStudios Background Music
            "
506,My God you're right.. from now on not a day will go by without me thinking about those terrible boots,"
    1
  ",1 month ago,/channel/UCBaC0zd26gJVPlv1Z14V0dQ,"
              Gee
            "
507,She has a very nice voice.,"
    247
  ",4 years ago,/channel/UCQqPExCNVNI5TSt7NMW7ijw,"
              John W
            "
508,"special information in a life time, i am amazed.","
    0
  ",6 months ago,/channel/UC8q3nkydJ2FipSBgWBmdSDw,"
              Nigel Muwandi
            "
509,"Believe or not, I have been knowing & practicing this for a long time ... :) I can feel it !!!","
    1
  ",6 months ago (edited),/channel/UC5TPh88UAXCZs1-fX5C_bCw,"
              Hello World
            "
510,"You're so right. My brain isn't the same, it aged from duration of this video and I'm pretty sure some nurons fell asleep.","
    1
  ",6 months ago,/channel/UCxzIpbCxPgpwULmHyvsMRVQ,"
              Hippopotomonstrosesquippedalio phobia
            "
511,just can say one word : AMAZING.,"
    1
  ",4 months ago,/channel/UCdECl4d_Ua5WVTVHrIeU34w,"
              Muhammed Karaduman
            "
512,"""None of us can know what we are capable of until we are tested."" 
-- Elizabeth Blackwell","
    139
  ",9 months ago,/channel/UCozuo4pmK_2P6LqfYyt4qPg,"
              Question Everything — Thought Provoking Ideas
            "
513,"My silly brain said ""I like her boots"" darn it brain! Quit making me look bad!","
    7
  ",7 months ago,/channel/UCnEZ0QaPFA6qg-PoRtkiVwA,"
              Hello Sweetheart
            "
514,It would take a drastic change  in my brain to find this lady interesting.,"
    0
  ",4 months ago,/channel/UCpLI9Yp51SHXh2h9pO-5EJw,"
              NWdude
            "
515,Guys im curious how all those amazing people invited to this show? And who is able to give lectures and share there knowledges in this cool show?,"
    9
  ",3 months ago,/channel/UC7zk31JGvGMAVELafNCAk9A,"
              lop poli
            "
516,"Even every thing is changing every second, whatever is true this second becomes false next second.","
    4
  ",6 months ago,/channel/UC-uupri-Q8MMUVzS7eD--QQ,"
              lincon jeet
            "
517,"So, now we have proved what Confucius observed >2.5k yrs ago ;)
""I hear and I forget. I see and I remember. I do and I understand.""","
    848
  ",4 years ago,/channel/UCBOx_aO6YGZyCs-1mwtVUGA,"
              iknowsomethingcom
            "
518,✨✨Amazing ✨✨,"
    1
  ",5 months ago,/channel/UCGWEZ1pQhcMIvuS5HUY44xg,"
              Shabbir Haider
            "
519,"I hope these ""dislikes"" come from scientists and not just regular people!","
    1
  ",3 months ago,/channel/UCM_2kfwnxo0yBGM-lEGXmEA,"
              Airma_SJ
            "
520,Tüm davranışlarımız beynimizi değiştirebilir.👏👏👏,"
    0
  ",2 months ago,/channel/UCG6EK_UFO6gGvFR90LU55BQ,"
              Gezegen
            "
521,Man robin Sharma stole her lines in his book,"
    2
  ",4 months ago,/channel/UC1xZ0zwyRZN6_QGfZeoTxTA,"
              top10
            "
522,It's an amazing time to have a brain,"
    649
  ",3 years ago,/channel/UCUeC5b_D-Ek-PL-LvrBhwDQ,"
              Chloé
            "
523,"You are a great speaker, one of the best I have ever listened to","
    0
  ",3 months ago,/channel/UCSUe5eej7bPeytY9tJMzAzA,"
              Public Speaking 101
            "
524,I listened with great interest. Thank you,"
    0
  ",5 months ago,/channel/UCSMMxL5lb7NYkWKuiOpw-Lg,"
              Albert Lowes
            "
525,"""Build the brain you want"" 👏👍","
    0
  ",2 months ago,/channel/UCTi9-Vz6DI3Jb7MzA4e1f7w,"
              Houda Khellaf
            "
526,Absolutely amazing.,"
    0
  ",2 months ago,/channel/UCOSGyxvskVTeeRXXDLG98Jg,"
              AmyS3uk
            "
527,"""the brain is the most important organ in the human body""

- the brain.","
    3.9K
  ",4 months ago,/channel/UCHfWQxe5ptg7JZoUhO8z2Rw,"
              SAFWANE
            "
528,If you are listening to this during quarantine you are officially a legend,"
    3.9K
  ",6 months ago,/channel/UC4GQ8I7kK5VDw1vJzKioYTg,"
              Key Epic
            "
529,*science: everybody learns differently.  *education system:  imma ignore that.,"
    2.3K
  ",5 months ago,/channel/UCG6-prp7nc-ms6bqBltz81w,"
              Felix A.
            "
530,My brain is just like the Burmoda triangle where information goes but never found again😂,"
    1.4K
  ",7 months ago,/channel/UCYo_j6-gcn4z6RFZeI_ImFw,"
              Amjad Khan Yousafzai
            "
531,TED talks: the only videos where clickbait titles don't disappoint,"
    2K
  ",7 months ago,/channel/UC184FoN3pcyAiENclLgaHVA,"
              John Ponce
            "
532,After watching literally anything your brain is not the same ...,"
    8.5K
  ",4 years ago,/channel/UCGg7sieCe-yCcl67QNlVsrQ,"
              Leo Koutakis
            "
533,"Lemme Summaries this:- 
""Everything you do, everything you encounter and everything you experience is changing your brain."" 
Mic Drop!🎤","
    401
  ",4 months ago,/channel/UCsJSqu2_a2lwYg3PZmkO8Cw,"
              Bigyan Patel
            "
534,"To whoever reading this, I pray for your health, wealth, happiness, strength and peace of mind. Have a wonderful day:)","
    1.5K
  ",6 months ago,/channel/UCBRPtKG-2hNmrYCid6OBaww,"
              Krithika Ramakrishnan
            "
535,Amazing this truely shifts my perspective on learning,"
    22
  ",4 months ago,/channel/UCrfPIyyGHufzvJi5Abl-2aQ,"
              True CaliDad
            "
536,"Excellent talk. I'll listen to her 5 more times and then I'll be changed. Of all the things I've lost, it's my brain I miss the most.","
    19
  ",5 months ago,/channel/UCBcsaLVox_kPGer7X8HrzWg,"
              Dennis Francisco
            "
537,The brain is the most important organ in the body...according to the brain.,"
    15K
  ",4 years ago,/channel/UC_ASDPz91mPCfk1gvGqN4ZQ,"
              Open Air Adventure
            "
538,"15 minutes in 1 sentence: ur brain can change, end of story","
    471
  ",7 months ago,/channel/UCBnJpspc8WXUx6aJ8doI2Rg,"
              Filmdude
            "
539,"“When you leave today, go out and build the brain you want”

Manifest and PRACTICE the positive things that will give a healthy long term life for your brain. This really changed my perspective moving forward. I’m so glad I came across this!","
    136
  ",2 months ago,/channel/UCHWIE2NZRyaSNebbw6IFRFA,"
              Alex S
            "
540,"After watching this, everytime I study I'll say ""I'm changing the structure of my brain""","
    115
  ",4 months ago,/channel/UCMpBGOz2CjgZnl_Y8VWREZA,"
              Ar Az
            "
541,"9 minutes in and I'm still clueless, my brain just can't","
    117
  ",5 months ago,/channel/UCv24q7CUzBghl_z2ZE85axg,"
              Lebitso Mokhina
            "
542,When will ted himself show up to the talk?,"
    2.8K
  ",8 months ago,/channel/UCuFVb0w0jD4cDS4vn0Le39w,"
              Ravindra Banchhod
            "
543,"""There's no point having a mind if you cannot change it""

James O'brien LBC radio","
    74
  ",1 month ago,/channel/UCOnKXn9SRcThyS0qKy5qrDg,"
              d Lon
            "
544,So basically meditation and internal positive talk is magic,"
    69
  ",3 months ago,/channel/UC-V5xJyDZdeuXioBXkyw3UA,"
              Br Lb
            "
545,"This is what scares me😂, you keep changing over time forgetting skills you spend a lot of time learning","
    5
  ",2 weeks ago,/channel/UCbKvndIQ_YTOq5N30EnVqcg,"
              Elvis Edison
            "
546,"""Go out and build the brain you want"" 🤩🤩🤩","
    46
  ",3 months ago,/channel/UCzgyNR8HpvtV4suMaI-RXjA,"
              Yoanna Salazar
            "
547,"So main point:
1. Practice - hard work works
2. Everyone learns differently 

That is why we need personalised education!","
    2.7K
  ",5 years ago,/channel/UCYw05gb3c3F54TitmSNnfMw,"
              Milind Joshi
            "
548,"I agree that everyone learns in a different way. For instance, I consider myself a good reader, I can write, but my brain does not allow me to understand the content of texts (even written by myself), I have almost no short term memory or processing memory. This makes it very hard to learn anything via normal education. But somehow by creating all kinds of tools for myself, I managed to get a degree on university level.
I could imagine that people who had a stroke could have the same problem. In that case 'work hard and then you learn something because the chemical changes in your brain' doesn't really apply. The focus should be on giving people  tools to be able to process the information properly before they start learning anything.","
    0
  ",12 hours ago,/channel/UCWofBiiSGYy7kPDUb1deevQ,"
              Pawz
            "
549,"Look, how much confidence she have
In fromt of speaking 1000s of people","
    59
  ",5 months ago,/channel/UC_eveoWQzkV9ZimikVNsYhQ,"
              Ishwinder Singh291
            "
550,Conclusion: -Every brain is unique and requires its own personalized learning pattern. That insight unfortunately did not change my brain a lot.,"
    111
  ",7 months ago,/channel/UCLUzco5o31aYRk_lIbq0wzw,"
              Torbjörn Hornliden
            "
551,Lol when you think of quieting the mind and stop thinking you still thinking of not thinking you just can’t win😂,"
    0
  ",3 hours ago,/channel/UCOOLfD7gtSoeOtjdku78Eyg,"
              Hlogi Lehlogonolo
            "
552,Learning about the brain is just a brain trying to understand itself.,"
    2K
  ",1 year ago,/channel/UC5BbxaPL2hVXgZbffTg1tAA,"
              Arthur Adutt
            "
553,"The one thing that really helped me to fall in love with myself and my life was Forwago. I can not believe how much happier person I am now than I was before. Please love yourself, it is one of the easiest ways to dramatically improve your life.","
    2
  ",1 month ago,/channel/UChn0S2CnqB0Wu0hs7IGIQ5A,"
              FF.S Fima F96
            "
554,“Every champion was once a contender that didn’t give up.” – Gabby Douglas,"
    22
  ",1 month ago,/channel/UCY-Zhg50hu3KTko6A4rds5g,"
              2 Hours of Meditation
            "
555,Everything you see and hear changes you.  That's why I don't watch the news.,"
    38
  ",5 months ago,/channel/UCwM54DE14CKrGkYzTos1hAw,"
              Blondie 267
            "
556,"I can sum up her talk in one sentence: ""practice makes perfect"". Simple.","
    34
  ",6 months ago,/channel/UC_of_sqFmklXOV2r6q7-oBA,"
              Jay Social
            "
557,"To save you 15 minutes of your time, practicing a skill will help you learn it. You're welcome.","
    3.5K
  ",4 years ago,/channel/UCB5Jlo3gjW1l4G8iBI2zFrQ,"
              Keith Magee
            "
558,This was a good talk. But it’s sad how often neuroscientists overlook meditation and psilocybin.,"
    48
  ",5 months ago,/channel/UC6dSZGDFPZ1GxU2R7z5MNCw,"
              Curtis K
            "
559,"The brain is so complex it doesn't understand itself, think bout that.","
    944
  ",7 months ago,/channel/UCIaSBWIz3_ciu1ra-ugJoog,"
              Shir Riggings
            "
560,My brain during the video: that lady could do a voice over for an Apple product video...,"
    44
  ",7 months ago,/channel/UC49pudcwkE2nX9_CNOkGJLw,"
              Shadil GH
            "
561,"My brain will not be same?

My brain literally the next day : Who am I again?","
    14
  ",2 months ago,/channel/UCq6AcL9sCiN-cVYwbB9Bunw,"
              Valiant Warrior
            "
562,"""Everything you do, everything you encounter and everything you experience is changing your brain."" I love these lines.","
    1.5K
  ",1 year ago,/channel/UCi3gF91c_YyrZxDjc9b7A_A,"
              Riad Edu.
            "
563,"""Build the brain you want."" Too cheesy after just stating that you can't learn every type of skill as effectively. But neuroplasticity is remarkable though. You should check the pictures of the brain after someone lost a finger. You can see the brain mass for 5 fingers being redivided by 4, so growing bigger per finger.","
    28
  ",8 months ago,/channel/UCGzqt38_jubAjDkHn295YTA,"
              Snamco SAX Music
            "
564,"After watching the Lara's boots, your brain will not be the same.","
    10
  ",4 months ago,/channel/UCErLJR70ZsY7pHcjoUkcmeg,"
              romathinio
            "
565,"it's funny because the brain literally changes, well played","
    0
  ",2 days ago,/channel/UCOPI_e338nfjRY-UzHL0PSg,"
              Rafael Gomes
            "
566,Thank you so much for teaching:),"
    4
  ",2 months ago,/channel/UC99MnGmwbH2T6HXjUmHx6oA,"
              Punnarooth Srimongkolsilp
            "
567,I starded watching Tedx's videos to improve my linstening but I've been learning a lot of precious informations so far! 😍 Thanks!,"
    2.1K
  ",1 year ago,/channel/UChBgp18QKXeTI85dW829RYw,"
              Luiz Gustavo
            "
568,Brain is an amazing memory connected with neurons,"
    0
  ",2 days ago,/channel/UCJncB2mnAF3_kFthsHwCNJw,"
              Fathima Rafaha
            "
569,I want to be like her when I grow up,"
    4
  ",4 months ago,/channel/UC6-08JAgRNukaWek_wg81bw,"
              Lil Moni
            "
570,When she said go out and build the brain you want  I felt that  ... felt redesign accomplish,"
    23
  ",4 months ago,/channel/UCBwDWcLzcmncXjjid_PC8BQ,"
              Neeloy Chitan
            "
571,My prof discussed this during our Ergo class. It is all about Cognitive skills and how brain process the informations. This video helps me a lot.,"
    8
  ",3 months ago,/channel/UCzJvjWA64JvGuBBj5PvS7OQ,"
              shayne echaluce
            "
572,"Spoiler alert: To learn, practice. Everyone learns differently.","
    1K
  ",5 years ago,/channel/UCIG9GPNvPmfBGlvo5a8ASGg,"
              Art Vaughan
            "
573,We have the most advanced and most developed  brain on earth😍😍😍😍🌎🌍,"
    4
  ",3 months ago,/channel/UCQ5quWfyceY0VH6k6J1AU5A,"
              Ishu singh
            "
574,"the most complex organ in our body- Brain 
""Practice makes everything happen""","
    1
  ",2 months ago,/channel/UCy8kqOXG6Y_r8iky3tpbj5A,"
              Krushna Kale
            "
575,"Wow my brain did change, it feels smoother, more elastic and incredible.","
    14
  ",7 months ago,/channel/UCrAFdxofFLcbQda-K9eWIbA,"
              Marina Stegantseva
            "
576,"Indian education system suicides after knowing ""everyone brain is different, and different people require different pattern of education for effective learning ""","
    50
  ",7 months ago,/channel/UCP1xg3mEHG8qagQ8WMLqzkQ,"
              Ayush Agrawal
            "
577,"Brief:
Three levels of changes in neuroplasticity for learning:
* chemical changes for short-term memory,
* structure changes for long-term memory,
* functional changes for shifting brain areas.

The most interesting ideas are that: 
* our brain will be shaped structurally and functionally by our behavior!
* difficulty during practicing lead to more changes in the brain (more efficient?)

Everyone is his own designer for his brain and be aware of our daily habit!

Hope you learn new skills more effictively.","
    2K
  ",2 years ago,/channel/UCjoOfuSSs0NTVKlbzvs1cTg,"
              Ming
            "
578,I ignored the 14 minutes of her speech waiting for her to use the tv remote in her hand.,"
    3
  ",3 weeks ago,/channel/UCtjkthmJkzftqEJiFZheJUQ,"
              2o7
            "
579,This is the coolest thing i've ever watched.,"
    8
  ",5 months ago,/channel/UCX41oETYarepO4VJ1sF0Iyg,"
              Aaron Castro
            "
580,Their research is limited to the physical form of human body,"
    5
  ",1 week ago,/channel/UCUmlf3pJMQePowLJaUnTRAA,"
              Sum Sam
            "
581,"14:25 (stroke; maybe the brain should have been protected from the shock of a hazard   leading up to the stroke to prevent long-term damage ) , they give you pills AFTER a stroke to help the brain recover from shock or soften up? by then it's too late...","
    0
  ",2 days ago,/channel/UC70uz1DnoYtDE9JchvZjdZg,"
              Chike Henderson
            "
582,"“If you tell a big enough lie and tell it frequently enough, it will be believed.”","
    780
  ",4 years ago,/channel/UCxM8eufNiW9TZ_clrdLix5Q,"
              Voice of Reason
            "
583,Incredibly the most informative 14:24 minutes of my life,"
    0
  ",1 week ago (edited),/channel/UCUHOt_T1OJ6UhIZxMx-zWBQ,"
              Asis Grg
            "
584,"13:14
Study how and what you learn best. 😁
Repeat those behaviors that are healthy for your brain, and break those behaviors and habits that are not.😉","
    1
  ",3 months ago,/channel/UCvpHNoCfZGaeYr47fFVeO3A,"
              Armeah Francisco
            "
